captured_at,page_url,item_id,item_title,item_price_text,item_price_numeric,breadcrumb_text,fee_category_detected,fee_bucket_detected,fee_rule_detected,fee_percent_estimate,ad_tech_resources,sync_identity_calls,ebay_ad_calls,criteo_calls,google_ad_calls,other_adtech_calls,recommendation_sections,sponsored_labels,item_links_below_pdp,sticky_ui_blocks,ad_iframes,backend_monetization_score,visible_monetization_score
2026-04-14T09:35:42.859Z,https://www.ebay.com/itm/286052918022?_skw=Simple+gold+ring&itmmeta=01KP5NFCC13XWN8DBFC53DDRAM&hash=item429a152306:g:CC4AAOSwqlRm3x1I&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xDc%2BUYkGEbKrOp5A9vlb2uEKZRtSlZRG%2FKlNxYKhQdOt9y8KP9sGu7AuzPAKQkx2c3rV%2Fz%2BtKWn0ePprpCkAOBPvt4mPvSOHbHrnBSCAu3hUb2uJEOt%2B7KhFZiDHlBzZmt7yv0xACfc1MEMjlYeohc2o5xdghCGgQ4PD9Qd0zM5OC37LVhzrDBre6jlJqwVbe7794EwQvyaPDDgctZKkGSGdIWdsu2DCRHAId55Xqti7T37YapOGqRidB9EKDudwnY%3D%7Ctkp%3ABlBMUKTGvbWxZw,286052918022,10K Solid White Gold 2mm 3mm 4mm 5mm 6mm 8m Men's Women's Wedding Band Ring,US $152.86/ea,152.86,Hi! Sign in or register > Hi! Sign in or register > Sign in > or register > register > Deals > Deals > Brand Outlet > Brand Outlet > Gift Cards > Gift Cards > Help & Contact > Help & Contact > Sell > Sell > Watchlist > Watchlist > My eBay > My eBay > Summary > Recently Viewed > Bids/Offers > Watchlist > Purchase History > Buy Again > Selling > Saved Feed > Saved Searches > Saved Sellers > Payments > My Garage > Preferences > My Collection > Messages > PSA Vault > Notifications > Please sign in to view notifications. > sign in > Loading... > Jewelry & Watches > Jewelry & Watches > Engagement & Wedding > Engagement & Wedding > Wedding & Anniversary Bands > Wedding & Anniversary Bands,Most categories,13.6% / 2.35%,"13.6% up to $7,500; 2.35% over $7,500",13.6,26,22,1,3,22,0,11,0,1,0,2,59,28.1
