captured_at,page_url,item_id,item_title,item_price_text,item_price_numeric,breadcrumb_text,fee_category_detected,fee_bucket_detected,fee_rule_detected,fee_percent_estimate,ad_tech_resources,sync_identity_calls,ebay_ad_calls,criteo_calls,google_ad_calls,other_adtech_calls,recommendation_sections,sponsored_labels,item_links_below_pdp,sticky_ui_blocks,ad_iframes,backend_monetization_score,visible_monetization_score
2026-04-14T09:46:02.522Z,https://www.ebay.com/itm/157831158689?_skw=On+Cloudmonster&epid=3061581423&itmmeta=01KP5P2QYSJW2H5ZEK3HFRCKX5&hash=item24bf785ba1:g:cNMAAeSwYudp3TZJ&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBEpQNMYANs2mhUucM8ne9uMAW58tcC4Rpn8GlzHw2Icx4OZVEUafv%2Blbl6gqLEi5Zx3f7nmHPZHvKk1M%2B87AMZTCstpaviJZ5NxzJ8mtPdad5sdhdeQJ5wYjblr7u4lVaxK40R9oUuRRr3DgzvC1VewINcwiNWRrPLaSU1jcBzpxztp2Znq%2F9lBFZzfYA8R5Cjl9VvKpGUJNI%2BNRkxocy%2BAorifHfLUvSV%2Fc5dXjUJlnK8baoWvBwcCQa0kEsqMB%2FmB7Zfyf0AHws8Ibzd4nC0fdU%2FuZw1%2BsA82yMuOxwhcg%3D%3D%7Ctkp%3ABFBMxv-KtrFn,157831158689,On Cloudmonster Running Shoes in All White - Women's Size US 7 - 61.98433,US $139.99or Best Offer,139.99,"Hi! Sign in or register > Hi! Sign in or register > Sign in > or register > register > Deals > Deals > Brand Outlet > Brand Outlet > Gift Cards > Gift Cards > Help & Contact > Help & Contact > Sell > Sell > Watchlist > Watchlist > My eBay > My eBay > Summary > Recently Viewed > Bids/Offers > Watchlist > Purchase History > Buy Again > Selling > Saved Feed > Saved Searches > Saved Sellers > Payments > My Garage > Preferences > My Collection > Messages > PSA Vault > Notifications > Please sign in to view notifications. > sign in > Loading... > Clothing, Shoes & Accessories > Clothing, Shoes & Accessories > Women > Women > Women > Women > Women > Women > Women > Women's Shoes > Women's Shoes > Athletic Shoes > Athletic Shoes > See more Size 7 - Cloudmonster White Black W > See more Size 7 - Cloudmonster White Black W",Athletic Shoes,13.6%,13.6% if total sale is under $150,13.6,36,22,1,3,32,0,25,0,6,0,1,69,53.6
