captured_at,page_url,item_id,item_title,item_price_text,item_price_numeric,breadcrumb_text,fee_category_detected,fee_bucket_detected,fee_rule_detected,fee_percent_estimate,ad_tech_resources,sync_identity_calls,ebay_ad_calls,criteo_calls,google_ad_calls,other_adtech_calls,recommendation_sections,sponsored_labels,item_links_below_pdp,sticky_ui_blocks,ad_iframes,backend_monetization_score,visible_monetization_score
2026-04-14T09:35:33.126Z,https://www.ebay.com/itm/397821617844?_skw=Simple+gold+ring&itmmeta=01KP5NFCC11QDHWWZKWVXMEQSJ&hash=item5ca00426b4:g:SDkAAeSwn8lp1~fV&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBurYwK0CRpBqzahNxa43tg5hkYZKyh5L3I87k2Z6zEv3YI44iKjjeA9yWyWExVlpJ0bHzubQq61lgdmIDFbtesSxy3y43M%2B5LVAMgy%2FMSU%2FBFFG7UOfwdy4Gt1s2%2FKRhrR98redOBbtw9%2FMcYu8VBt7fSWKl6kDVlsvzZoDQae7giBN8TVuJ7ZSGRnbhvYYcGP86Vqv%2FHf65HKUmhOL8LXJy8ayl4aO0qKkfhWi32khPBatGb22VdY3yDcIXuPU04%3D%7Ctkp%3ABk9SR6TGvbWxZw,397821617844,"Gold Spiral Hoop Earrings, Minimalist Swirl Earrings, Boho Statement Hoops",US $20.00or Best Offer,20,Hi! Sign in or register > Hi! Sign in or register > Sign in > or register > register > Deals > Deals > Brand Outlet > Brand Outlet > Gift Cards > Gift Cards > Help & Contact > Help & Contact > Sell > Sell > Watchlist > Watchlist > My eBay > My eBay > Summary > Recently Viewed > Bids/Offers > Watchlist > Purchase History > Buy Again > Selling > Saved Feed > Saved Searches > Saved Sellers > Payments > My Garage > Preferences > My Collection > Messages > PSA Vault > Notifications > Please sign in to view notifications. > sign in > Loading... > Jewelry & Watches > Jewelry & Watches > Fashion Jewelry > Fashion Jewelry > Earrings > Earrings,Most categories,13.6% / 2.35%,"13.6% up to $7,500; 2.35% over $7,500",13.6,24,20,1,3,20,0,11,0,10,0,2,54,29
