captured_at,page_url,item_id,item_title,item_price_text,item_price_numeric,breadcrumb_text,fee_category_detected,fee_bucket_detected,fee_rule_detected,fee_percent_estimate,ad_tech_resources,sync_identity_calls,ebay_ad_calls,criteo_calls,google_ad_calls,other_adtech_calls,recommendation_sections,sponsored_labels,item_links_below_pdp,sticky_ui_blocks,ad_iframes,backend_monetization_score,visible_monetization_score
2026-04-14T09:45:57.705Z,https://www.ebay.com/itm/406851873477?_skw=On+Cloudmonster&itmmeta=01KP5P2QYR0MG70EZDWM6904RQ&hash=item5eba42eac5:g:LpwAAeSwr75p3Dk2&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCJM0fXLeau7MRUpYyFRq%2FJVVBJj8z%2BAGoB%2FRw9Lgjd95xrlI7SQ26RIwa%2B5llVdHZLfd%2FzYAEasppUlnExEgPhRbbMK1dFyLj%2FPQO3HT5vjy%2BdC35tmEWePbwX6gLDqFKTfxreErhge6iMNPnWS%2BcoGk6WcR%2BMORomd8aQgShb%2F3K8faViYDu2vC%2FqXQAWc6w2EoVnTkxUWiaApiCU3Jg2%2FiYTK9FE2ICXUpAdbQNsED4itO5RAnHwXaxD4OzRRPI%3D%7Ctkp%3ABk9SR8T_iraxZw,406851873477,On Cloudmonster Women's Mesh Running Shoes Beige Pink Breathable Lightweight,US $140.00or Best Offer,140,"Hi! Sign in or register > Hi! Sign in or register > Sign in > or register > register > Deals > Deals > Brand Outlet > Brand Outlet > Gift Cards > Gift Cards > Help & Contact > Help & Contact > Sell > Sell > Watchlist > Watchlist > My eBay > My eBay > Summary > Recently Viewed > Bids/Offers > Watchlist > Purchase History > Buy Again > Selling > Saved Feed > Saved Searches > Saved Sellers > Payments > My Garage > Preferences > My Collection > Messages > PSA Vault > Notifications > Please sign in to view notifications. > sign in > Loading... > Clothing, Shoes & Accessories > Clothing, Shoes & Accessories > Women > Women > Women's Shoes > Women's Shoes > Athletic Shoes > Athletic Shoes",Athletic Shoes,13.6%,13.6% if total sale is under $150,13.6,36,22,1,3,32,0,11,0,0,0,1,69,25
